,ID,Title,Content,Time,Place
388,090010,Saul unter den Propheten ,"Meinst du denn, dass man sich sinken sieht? Nein, der König schien sich noch erhaben, da er seinen starken Harfenknaben töten wollte bis ins zehnte Glied. Erst da ihn der Geist auf solchen Wegen überfiel und auseinanderriss, sah er sich im Innern ohne Segen, und sein Blut ging in der Finsternis abergläubig dem Gericht entgegen. Wenn sein Mund jetzt troff und prophezeite, war es nur, damit der Flüchtling weit flüchten könne. So war dieses zweite Mal. Doch einst: er hatte prophezeit fast als Kind, als ob ihm jede Ader mündete in einen Mund aus Erz; Alle schritten, doch er schritt gerader. Alle schrieen, doch ihm schrie das Herz. Und nun war er nichts als dieser Haufen umgestürzter Würden, Last auf Last; und sein Mund war wie der Mund der Traufen, der die Güsse, die zusammenlaufen, fallen lässt, eh er sie fasst. ",Sommer 1908 (vor dem 2.8.),Paris
389,090011,Samuels Erscheinung vor Saul ,"Da schrie die Frau zu Endor auf: Ich sehe - Der König packte sie am Arme: Wen? Und da die Starrende beschrieb, noch ehe, da war ihm schon, er hätte selbst gesehn: Den, dessen Stimme ihn noch einmal traf: Was störst du mich? Ich habe Schlaf. Willst du, weil dir die Himmel fluchen und weil der Herr sich vor dir schloss und schwieg, in meinem Mund nach einem Siege suchen? Soll ich dir meine Zähne einzeln sagen? Ich habe nichts als sie... Es schwand. Da schrie das Weib, die Hände vors Gesicht geschlagen, als ob sie's sehen müsste: Unterlieg - Und er, der in der Zeit, die ihm gelang, das Volk wie ein Feldzeichen überragte, fiel hin, bevor er noch zu klagen wagte: so sicher war sein Untergang. Die aber, die ihn wider Willen schlug, hoffte, dass er sich fasste und vergäße; und als sie hörte, dass er nie mehr äße, ging sie hinaus und schlachtete und buk und brachte ihn dazu, dass er sich setzte; er saß wie einer, der zu viel vergisst: alles was war, bis auf das Eine, Letzte. Dann aß er wie ein Knecht zu Abend isst. ",zwischen dem 22.8. und dem 5.9.1907,Paris
390,090012,Ein Prophet ,"Ausgedehnt von riesigen Gesichten, hell vom Feuerschein aus dem Verlauf der Gerichte, die ihn nie vernichten, - sind die Augen, schauend unter dichten Brauen. Und in seinem Innern richten sich schon wieder Worte auf, nicht die seinen (denn was wären seine und wie schonend waren sie vertan) andre, harte: Eisenstücke, Steine, die er schmelzen muss wie ein Vulkan, um sie in dem Ausbruch seines Mundes auszuwerfen, welcher flucht und flucht; während seine Stirne, wie des Hundes Stirne, das zu tragen sucht, was der Herr von seiner Stirne nimmt: Dieser, Dieser, den sie alle fänden, folgten sie den großen Zeigehänden, die Ihn weisen wie Er ist: ergrimmt. ",kurz vor dem 17.8.1907,Paris
391,090013,Jeremia ,"Einmal war ich weich wie früher Weizen, doch, du Rasender, du hast vermocht, mir das hingehaltne Herz zu reizen, dass es jetzt wie eines Löwen kocht. Welchen Mund hast du mir zugemutet, damals, da ich fast ein Knabe war: eine Wunde wurde er: nun blutet aus ihm Unglücksjahr um Unglücksjahr. Täglich tönte ich von neuen Nöten, die du, Unersättlicher, ersannst, und sie konnten mir den Mund nicht töten; sieh du zu, wie du ihn stillen kannst, wenn, die wir zerstoßen und zerstören, erst verloren sind und fernverlaufen und vergangen sind in der Gefahr: denn dann will ich in den Trümmerhaufen endlich meine Stimme wiederhören, die von Anfang an ein Heulen war. ",Mitte August 1907,Paris
392,090014,Eine Sibylle,"Einst, vor Zeiten, nannte man sie alt. Doch sie blieb und kam dieselbe Straße täglich. Und man änderte die Maße, und man zählte sie wie einen Wald nach Jahrhunderten. Sie aber stand jeden Abend auf derselben Stelle, schwarz wie eine alte Citadelle hoch und hohl und ausgebrannt; von den Worten, die sich unbewacht wider ihren Willen in ihr mehrten, immerfort umschrieen und umflogen, während die schon wieder heimgekehrten dunkel unter ihren Augenbogen saßen, fertig für die Nacht. ",zwischen dem 22.8. und dem 5.9.1907,Paris
393,090015,Absaloms Abfall ,"Sie hoben sie mit Geblitz: der Sturm aus den Hörnern schwellte seidene, breitgewellte Fahnen. Der herrlich Erhellte nahm im hochoffenen Zelte, das jauchzendes Volk umstellte, zehn Frauen in Besitz, die (gewohnt an des alternden Fürsten sparsame Nacht und Tat) unter seinem Dürsten wogten wie Sommersaat. Dann trat er heraus zum Rate. wie vermindert um nichts, und jeder, der ihm nahte, erblindete seines Lichts. So zog er auch den Heeren voran wie ein Stern dem Jahr; über allen Speeren wehte sein warmes Haar, das der Helm nicht fasste, und das er manchmal hasste, weil es schwerer war als seine reichsten Kleider. Der König hatte geboten, dass man den Schönen schone. Doch man sah ihn ohne Helm an den bedrohten Orten die ärgsten Knoten zu roten Stücken von Toten auseinanderhaun. Dann wusste lange keiner von ihm, bis plötzlich einer schrie: Er hängt dort hinten an den Terebinthen mit hochgezogenen Braun. Das war genug des Winks. Joab, wie ein Jäger, erspähte das Haar -: ein schräger gedrehter Ast: da hings. Er durchrannte den schlanken Kläger, und seine Waffenträger durchbohrten ihn rechts und links. ",Sommer 1908 (vor dem 2.8.),Paris
394,090016,Esther,"Die Dienerinnen kämmten sieben Tage die Asche ihres Grams und ihrer Plage Neige und Niederschlag aus ihrem Haar, und trugen es und sonnten es im Freien und speisten es mit reinen Spezereien noch diesen Tag und den: dann aber war die Zeit gekommen, da sie, ungeboten, zu keiner Frist, wie eine von den Toten den drohend offenen Palast betrat, um gleich, gelegt auf ihre Kammerfrauen, am Ende ihres Weges Den zu schauen, an dem man stirbt, wenn man ihm naht. Er glänzte so, dass sie die Kronrubine aufflammen fühlte, die sie an sich trug; sie füllte sich ganz rasch mit seiner Miene wie ein Gefäß und war schon voll genug und floss schon über von des Königs Macht, bevor sie noch den dritten Saal durchschritt, der sie mit seiner Wände Malachit grün überlief. Sie hatte nicht gedacht, so langen Gang zu tun mit allen Steinen, die schwerer wurden von des Königs Scheinen und kalt von ihrer Angst. Sie ging und ging - Und als sie endlich, fast von nahe, ihn, aufruhend auf dem Thron von Turmalin, sich türmen sah, so wirklich wie ein Ding: empfing die rechte von den Dienerinnen die Schwindende und hielt sie zu dem Sitze. Er rührte sie mit seines Szepters Spitze: ... und sie begriff es ohne Sinne, innen. ",Frühsommer 1908,Paris
395,090017,Der aussätzige König ,"Da trat auf seiner Stirn der Aussatz aus und stand auf einmal unter seiner Krone als wär er König über allen Graus, der in die Andern fuhr, die fassungsohne hinstarrten nach dem furchtbaren Vollzug an jenem, welcher, schmal wie ein Verschnürter, erwartete, dass einer nach ihm schlug; doch noch war keiner Manns genug: als machte ihn nur immer unberührter die neue Würde, die sich übertrug. ",Frühsommer 1908,Paris
396,090018,Legende von den drei Lebendigen und den drei Toten ,"Drei Herren hatten mit Falken gebeizt und freuten sich auf das Gelag. Da nahm sie der Greis in Beschlag und führte. Die Reiter hielten gespreizt vor dem dreifachen Sarkophag, der ihnen dreimal entgegenstank, in den Mund, in die Nase, ins Sehn: und sie wussten es gleich: da lagen lang drei Tote mitten im Untergang und ließen sich grässlich gehn. Und sie hatten nur noch ihr Jägergehör reinlich hinter dem Sturmbandlör; doch da zischte der Alte sein: - Sie gingen nicht durch das Nadelöhr und gehen niemals - hinein. Nun blieb ihnen noch ihr klares Getast, das stark war vom Jagen und heiß; doch das hatte ein Frost von hinten gefasst und trieb ihm Eis in den Schweiß. ",Frühsommer 1908,Paris
397,090019,Der König von Münster ,"Der König war geschoren; nun ging ihm die Krone zu weit und bog ein wenig die Ohren, in die von Zeit zu Zeit gehässiges Gelärme aus Hungermäulern fand. Er saß, von wegen der Wärme, auf seiner rechten Hand, mürrisch und schwergesäßig. Er fühlte sich nicht mehr echt: der Herr in ihm war mäßig, und der Beischlaf war schlecht. ",Frühsommer 1908,Paris
398,090020,Toten-Tanz ,"Sie brauchen kein Tanz-Orchester; sie hören in sich ein Geheule als waren sie Eulennester. Ihr Ängsten nässt wie eine Beule, und der Vorgeruch ihrer Fäule ist noch ihr bester Geruch. Sie fassen den Tänzer fester, den rippenbetressten Tänzer, den Galan, den achten Ergänzer zu einem ganzen Paar. Und er lockert der Ordensschwester über dem Haar das Tuch; sie tanzen ja unter Gleichen. Und er zieht der wachslichtbleichen leise die Lesezeichen aus ihrem Stunden-Buch. Bald wird ihnen allen zu heiß, sie sind zu reich gekleidet; beißender Schweiß verleidet ihnen Stirne und Steiß und Schauben und Hauben und Steine; sie wünschen, sie wären nackt wie ein Kind, ein Verrückter und Eine: die tanzen noch immer im Takt. ",20.8.1907,Paris
399,090021,Das jüngste Gericht,"So erschrocken, wie sie nie erschraken,ohne Ordnung, oft durchlocht und locker,hocken sie in dem geborstnen Ockerihres Ackers, nicht von ihren Lakenabzubringen, die sie liebgewannen.Aber Engel kommen an, um Öleeinzuträufeln in die trocknen Pfannenund um jedem in die Achselhöhledas zu legen, was er in dem Lärmedamals seines Lebens nicht entweihte;dennn dort hat es nboch ein wenig Wärme,dass es nicht des Herren Hand erkälteoben, wenn er es aus jeder Seiteleise greift, zu fühlen, ob es gälte.",20.8.1907,Paris
400,090022,Die Versuchung ,"Nein, es half nicht, dass er sich die scharfen Stacheln einhieb in das geile Fleisch; alle seine trächtigen Sinne warfen unter kreißendem Gekreisch Frühgeburten schiefe, hingeschielte kriechende und fliegende Gesichte, Nichte, deren nur auf ihn erpichte Bosheit sich verband und mit ihm spielte. Und schon hatten seine Sinne Enkel; denn das Pack war fruchtbar in der Nacht und in immer bunterem Gesprenkel hingehudelt und verhundertfacht. Aus dem Ganzen ward ein Trank gemacht: seine Hände griffen lauter Henkel, und der Schatten schob sich auf wie Schenkel warm und zu Umarmungen erwacht -. Und da schrie er nach dem Engel, schrie: Und der Engel kam in seinem Schein und war da: und jagte sie wieder in den Heiligen hinein, dass er mit Geteufel und Getier in sich weiterringe wie seit Jahren und sich Gott, den lange noch nicht klaren, innen aus dem Jäsen destillier. ",21.8.1907,Paris
401,090023,Der Alchimist ,"Seltsam verlächelnd schob der Laborant den Kolben fort, der halbberuhigt rauchte. Er wusste jetzt, was er noch brauchte, damit der sehr erlauchte Gegenstand da drin entstände. Zeiten brauchte er, Jahrtausende für sich und diese Birne in der es brodelte; im Hirn Gestirne und im Bewusstsein mindestens das Meer. Das Ungeheuere, das er gewollt, er ließ es los in dieser Nacht. Es kehrte zurück zu Gott und in sein altes Maß; er aber, lallend wie ein Trunkenbold, lag über dem Geheimfach und begehrte den Brocken Gold, den er besaß. ",22.8.1907,Paris
402,090024,Der Reliquienschrein,"Draußen wartete auf alle Ringe und auf jedes Kettenglied Schicksal, das nicht ohne sie geschieht. Drinnen waren sie nur Dinge, Dinge die er schmiedete; denn vor dem Schmied war sogar die Krone, die er bog, nur ein Ding, ein zitterndes und eines das er finster wie im Zorn erzog zu dem Tragen eines reinen Steines. Seine Augen wurden immer kälter von dem kalten täglichen Getränk; aber als der herrliche Behälter (goldgetrieben, köstlich, vielkarätig) fertig vor ihm stand, das Weihgeschenk, dass darin ein kleines Handgelenk fürder wohne, weiß und wundertätig: blieb er ohne Ende auf den Knien, hingeworfen, weinend, nichtmehr wagend, seine Seele niederschlagend vor dem ruhigen Rubin, der ihn zu gewahren schien und ihn, plötzlich um sein Dasein fragend, ansah wie aus Dynastien. ",5.8.1907 und August 1908,Paris
403,090025,Das Gold,"Denk es wäre nicht: es hätte müssen endlich in den Bergen sich gebären und sich niederschlagen in den Flüssen aus dem Wollen, aus dem Gären ihres Willens; aus der Zwang-Idee, dass ein Erz ist über allen Erzen. Weithin warfen sie aus ihren Herzen immer wieder Meroë an den Rand der Lande, in den Äther, über das Erfahrene hinaus; und die Söhne brachten manchmal später das Verheißene der Väter, abgehärtet und verhehrt, nachhaus; wo es anwuchs eine Zeit, um dann fortzugehn von den an ihm Geschwächten, die es niemals liebgewann. Nur (so sagt man) in den letzten Nächten steht es auf und sieht sie an. ",zwischen dem 22.8. und 5.9.1907,Paris
404,090026,Der Stylit,"Völker schlugen über ihm zusammen, die er küren durfte und verdammen; und erratend, dass er sich verlor, klomm er aus dem Volksgeruch mit klammen Händen einen Säulenschaft empor, der noch immer stieg und nichts mehr hob, und begann, allein auf seiner Fläche, ganz von vorne seine eigne Schwäche zu vergleichen mit des Herren Lob; und da war kein Ende: er verglich; und der Andre wurde immer größer. Und die Hirten, Ackerbauer, Flößer sahn ihn klein und außer sich immer mit dem ganzen Himmel reden, eingeregnet manchmal, manchmal licht; und sein Heulen stürzte sich auf jeden, so als heulte er ihm ins Gesicht. Doch er sah seit Jahren nicht, wie der Menge Drängen und Verlauf unten unaufhörlich sich ergänzte, und das Blanke an den Fürsten glänzte lange nicht so hoch hinauf. Aber wenn er oben, fast verdammt und von ihrem Widerstand zerschunden, einsam mit verzweifeltem Geschreie schüttelte die täglichen Dämonen: fielen langsam auf die erste Reihe schwer und ungeschickt aus seinen Wunden große Würmer in die offnen Kronen und vermehrten sich im Samt. ",Frühsommer 1908,Paris
405,090027,Die ägyptische Maria,"Seit sie damals, bettheiß, als die Hure übern Jordan floh und, wie ein Grab gebend, stark und unvermischt das pure Herz der Ewigkeit zu trinken gab, wuchs ihr frühes Hingegebensein unaufhaltsam an zu solcher Größe, dass sie endlich, wie die ewige Blöße Aller, aus vergilbtem Elfenbein dalag in der dürren Haare Schelfe. Und ein Löwe kreiste; und ein Alter rief ihn winkend an, dass er ihm helfe: (und so gruben sie zu zwein.) Und der Alte neigte sie hinein. Und der Löwe, wie ein Wappenhalter, saß dabei und hielt den Stein. ",Frühsommer 1908,Paris
406,090028,Kreuzigung ,"Längst geübt, zum kahlen Galgenplatze irgend ein Gesindel hinzudrängen, ließen sich die schweren Knechte hängen, dann und wann nur eine große Fratze kehrend nach den abgetanen Drein. Aber oben war das schlechte Henkern rasch getan; und nach dem Fertigsein ließen sich die freien Männer schlenkern. Bis der eine (fleckig wie ein Selcher) sagte: Hauptmann, dieser hat geschrien. Und der Hauptmann sah vom Pferde: Welcher? und es war ihm selbst, er hätte ihn den Elia rufen hören. Alle waren zuzuschauen voller Lust, und sie hielten, dass er nicht verfalle, gierig ihm die ganze Essiggalle an sein schwindendes Gehust. Denn sie hofften noch ein ganzes Spiel und vielleicht den kommenden Elia. Aber hinten ferne schrie Maria, und er selber brüllte und verfiel. ",Sommer 1908 (vor dem 2.8.),Paris
407,090029,Der Auferstandene ,"Er vermochte niemals bis zuletzt ihr zu weigern oder abzuneinen, dass sie ihrer Liebe sich berühme; und sie sank ans Kreuz in dem Kostüme eines Schmerzes, welches ganz besetzt war mit ihrer Liebe größten Steinen. Aber da sie dann, um ihn zu salben, an das Grab kam, Tränen im Gesicht, war er auferstanden ihrethalben, dass er seliger ihr sage: Nicht - Sie begriff es erst in ihrer Höhle, wie er ihr, gestärkt durch seinen Tod, endlich das Erleichternde der Öle und des Rührens Vorgefühl verbot, um aus ihr die Liebende zu formen die sich nicht mehr zum Geliebten neigt, weil sie, hingerissen von enormen Stürmen, seine Stimme übersteigt. ",Herbst 1907,Capri
408,090030,Magnificat ,"Sie kam den Hang herauf, schon schwer, fast ohne an Trost zu glauben, Hoffnung oder Rat; doch da die hohe tragende Matrone ihr ernst und stolz entgegentrat und alles wusste ohne ihr Vertrauen, da war sie plötzlich an ihr ausgeruht; vorsichtig hielten sich die vollen Frauen, bis dass die junge sprach: Mir ist zumut, als wär ich, Liebe, von nun an für immer. Gott schüttet in der Reichen Eitelkeit fast ohne hinzusehen ihren Schimmer; doch sorgsam sucht er sich ein Frauenzimmer und füllt sie an mit seiner fernsten Zeit. Dass er mich fand. Bedenk nur; und Befehle um meinetwillen gab von Stern zu Stern -. Verherrliche und hebe, meine Seele, so hoch du kannst: den HERRN. ",Sommer 1908 (vor dem 2.8.),Paris
409,090031,Adam,"Staunend steht er an der Kathedrale steilem Aufstieg, nah der Fensterrose, wie erschreckt von der Apotheose, welche wuchs und ihn mit einem Male niederstellte über die und die. Und er ragt und freut sich seiner Dauer schlicht entschlossen; als der Ackerbauer der begann, und der nicht wusste, wie aus dem fertig-vollen Garten Eden einen Ausweg in die neue Erde finden. Gott war schwer zu überreden; und er drohte ihm, statt zu gewähren, immer wieder, dass er sterben werde. Doch der Mensch bestand: sie wird gebären. ",Sommer 1908 (vor dem 15.7.),Paris
410,090032,Eva,"Einfach steht sie an der Kathedrale großem Aufstieg, nah der Fensterrose, mit dem Apfel in der Apfelpose, schuldlos-schuldig ein für alle Male an dem Wachsenden, das sie gebar, seit sie aus dem Kreis der Ewigkeiten liebend fortging, um sich durchzustreiten durch die Erde, wie ein junges Jahr. Ach, sie hätte gern in jenem Land noch ein wenig weilen mögen, achtend auf der Tiere Eintracht und Verstand. Doch da sie den Mann entschlossen fand, ging sie mit ihm, nach dem Tode trachtend; und sie hatte Gott noch kaum gekannt. ",Sommer 1908 (vor dem 15.7.),Paris
411,090033,Irre im Garten ,"DijonNoch schließt die aufgegebene Kartause sich um den Hof, als würde etwas heil. Auch die sie jetzt bewohnen, haben Pause und nehmen nicht am Leben draußen teil. Was irgend kommen konnte, das verlief. Nun gehn sie gerne mit bekannten Wegen, und trennen sich und kommen sich entgegen, als ob sie kreisten, willig, primitiv. Zwar manche pflegen dort die Frühlingsbeete, demütig, dürftig, hingekniet; aber sie haben, wenn es keiner sieht, eine verheimlichte, verdrehte Gebärde für das zarte frühe Gras, ein prüfendes, verschüchtertes Liebkosen: denn das ist freundlich, und das Rot der Rosen wird vielleicht drohend sein und Übermaß und wird vielleicht schon wieder übersteigen, was ihre Seele wiederkennt und weiß. Dies aber lässt sich noch verschweigen: wie gut das Gras ist und wie leis. ",zwischen dem 22.8. und 5.9.1907,Paris
412,090034,Die Irren ,"Und sie schweigen, weil die Scheidewände weggenommen sind aus ihrem Sinn, und die Stunden, da man sie verstände, heben an und gehen hin. Nächtens oft, wenn sie ans Fenster treten: plötzlich ist es alles gut. Ihre Hände liegen im Konkreten, und das Herz ist hoch und könnte beten, und die Augen schauen ausgeruht auf den unverhofften, oftentstellten Garten im beruhigten Geviert, der im Widerschein der fremden Welten weiterwächst und niemals sich verliert. ",zwischen dem 22.8. und 5.9.1907,Paris
413,090035,Aus dem Leben eines Heiligen,"Er kannte Ängste, deren Eingang schon wie Sterben war und nicht zu überstehen. Sein Herz erlernte, langsam durchzugehen; er zog es groß wie einen Sohn. Und namenlose Nöte kannte er, finster und ohne Morgen wie Verschläge; und seine Seele gab er folgsam her, da sie erwachsen war, auf dass sie läge bei ihrem Bräutigam und Herrn; und blieb allein zurück an einem solchen Orte, wo das Alleinsein alles übertrieb, und wohnte weit und wollte niemals Worte. Aber dafür, nach Zeit und Zeit, erfuhr er auch das Glück, sich in die eignen Hände, damit er eine Zärtlichkeit empfände, zu legen wie die ganze Kreatur. ",zwischen dem 22.8. und 5.9.1907,Paris
414,090036,Die Bettler ,"Du wusstest nicht, was den Haufen ausmacht. Ein Fremder fand Bettler darin. Sie verkaufen das Hohle aus ihrer Hand. Sie zeigen dem Hergereisten ihren Mund voll Mist, und er darf (er kann es sich leisten) sehn, wie ihr Aussatz frisst. Es zergeht in ihren zerrührten Augen sein fremdes Gesicht; und sie freuen sich des Verführten und speien, wenn er spricht. ",Frühsommer 1908,Paris
415,090037,Fremde Familie ,"So wie der Staub, der irgendwie beginnt und nirgends ist, zu unerklärtem Zwecke an einem leeren Morgen in der Ecke in die man sieht, ganz rasch zu Grau gerinnt, so bildeten sie sich, wer weiß aus was, im letzten Augenblick vor deinen Schritten und waren etwas Ungewisses mitten im nassen Niederschlag der Gasse, das nach dir verlangte. Oder nicht nach dir. Denn eine Stimme, wie vom vorigen Jahr, sang dich zwar an und blieb doch ein Geweine; und eine Hand, die wie geliehen war, kam zwar hervor und nahm doch nicht die deine. Wer kommt denn noch? Wen meinen diese vier? ",Sommer 1908 (vor dem 2.8.),Paris
416,090038,Leichen-Wäsche ,"Sie hatten sich an ihn gewöhnt. Doch als die Küchenlampe kam und unruhig brannte im dunkeln Luftzug, war der Unbekannte ganz unbekannt. Sie wuschen seinen Hals, und da sie nichts von seinem Schicksal wussten, so logen sie ein anderes zusamm, fortwährend waschend. Eine musste husten und ließ solang den schweren Essigschwamm auf dem Gesicht. Da gab es eine Pause auch für die zweite. Aus der harten Bürste klopften die Tropfen; während seine grause gekrampfte Hand dem ganzen Hause beweisen wollte, dass ihn nicht mehr dürste. Und er bewies. Sie nahmen wie betreten eiliger jetzt mit einem kurzen Huster die Arbeit auf, so dass an den Tapeten ihr krummer Schatten in dem stummen Muster sich wand und wälzte wie in einem Netze, bis dass die Waschenden zu Ende kamen. Die Nacht im vorhanglosen Fensterrahmen war rücksichtslos. Und einer ohne Namen lag bar und reinlich da und gab Gesetze. ",Sommer 1908 (vor dem 15.7.),Paris
417,090039,Eine von den alten ,"ParisAbends manchmal (weißt du, wie das tut?) wenn sie plötzlich stehn und rückwärts nicken und ein Lächeln, wie aus lauter Flicken, zeigen unter ihrem halben Hut. Neben ihnen ist dann ein Gebäude, endlos, und sie locken dich entlang mit dem Rätsel ihrer Räude, mit dem Hut, dem Umhang und dem Gang. Mit der Hand, die hinten unterm Kragen heimlich wartet und verlangt nach dir: wie um deine Hände einzuschlagen in ein aufgehobenes Papier. ",21.8.1907,Paris
418,090040,Der Blinde,"ParisSieh, er geht und unterbricht die Stadt, die nicht ist auf seiner dunkeln Stelle, wie ein dunkler Sprung durch eine helle Tasse geht. Und wie auf einem Blatt ist auf ihm der Widerschein der Dinge aufgemalt; er nimmt ihn nicht hinein. Nur sein Fühlen rührt sich, so als finge es die Welt in kleinen Wellen ein eine Stille, einen Widerstand -, und dann scheint er wartend wen zu wählen: hingegeben hebt er seine Hand, festlich fast, wie um sich zu vermählen. ",21.8.1907,Paris
419,090041,Eine Welke,"Leicht, wie nach ihrem Tode trägt sie die Handschuh, das Tuch. Ein Duft aus ihrer Kommode verdrängte den lieben Geruch, an dem sie sich früher erkannte. Jetzt fragte sie lange nicht, wer sie sei (: eine ferne Verwandte), und geht in Gedanken umher und sorgt für ein ängstliches Zimmer, das sie ordnet und schont, weil es vielleicht noch immer dasselbe Mädchen bewohnt. ",Frühsommer 1908,Paris
420,090042,Abendmahl ,"Ewiges will zu uns. Wer hat die Wahl und trennt die großen und geringen Kräfte? Erkennst du durch das Dämmern der Geschäfte im klaren Hinterraum das Abendmahl: wie sie sichs halten und wie sie sichs reichen und in der Handlung schlicht und schwer beruhn. Aus ihren Händen heben sich die Zeichen; sie wissen nicht, dass sie sie tun und immer neu mit irgendwelchen Worten einsetzen, was man trinkt und was man teilt. Denn da ist keiner, der nicht allerorten heimlich von hinnen geht, indem er weilt. Und sitzt nicht immer einer unter ihnen, der seine Eltern, die ihm ängstlich dienen, wegschenkt an ihre abgetane Zeit? (Sie zu verkaufen, ist ihm schon zu weit.) ",Sommer 1908 (vor dem 2.8.),Paris
421,090043,Die Brandstätte,"Gemieden von dem Frühherbstmorgen, der misstrauisch war, lag hinter den versengten Hauslinden, die das Heidehaus beengten, ein Neues, Leeres. Eine Stelle mehr, auf welcher Kinder, von Gott weiß woher, einander zuschrien und nach Fetzen haschten. Doch alle wurden stille, sooft er, der Sohn von hier, aus heißen, halbveraschten Gebälken Kessel und verbogne Tröge an einem langen Gabelaste zog, - um dann mit einem Blick als ob er löge die andern anzusehn, die er bewog zu glauben, was an dieser Stelle stand. Denn seit es nicht mehr war, schien es ihm so seltsam: phantastischer als Pharao. Und er war anders. Wie aus fernem Land. ",Frühsommer 1908,Paris
422,090044,Die Gruppe ,"ParisAls pflückte einer rasch zu einem Strauß: ordnet der Zufall hastig die Gesichter, lockert sie auf und drückt sie wieder dichter, ergreift zwei ferne, lässt ein nahes aus, tauscht das mit dem, blast irgendeines frisch, wirft einen Hund, wie Kraut, aus dem Gemisch und zieht, was niedrig schaut, wie durch verworrne Stiele und Blätter, an dem Kopf nach vorne und bindet es ganz klein am Rande ein; und streckt sich wieder, ändert und verstellt und hat nur eben Zeit, zum Augenschein zurückzuspringen mitten auf die Matte, auf der im nächsten Augenblick der glatte Gewichteschwinger seine Schwere schwellt. ",Frühsommer 1908,Paris
423,090045,Schlangen-Beschwörung ,"Wenn auf dem Markt, sich wiegend, der Beschwörer die Kürbisflöte pfeift, die reizt und lullt, so kann es sein, dass er sich einen Hörer herüberlockt, der ganz aus dem Tumult der Buden eintritt in den Kreis der Pfeife, die will und will und will und die erreicht, dass das Reptil in seinem Korb sich steife und die das steife schmeichlerisch erweicht, abwechselnd immer schwindelnder und blinder mit dem, was schreckt und streckt, und dem, was löst -; und dann genügt ein Blick: so hat der Inder dir eine Fremde eingeflößt, in der du stirbst. Es ist als überstürze glühender Himmel dich. Es geht ein Sprung durch dein Gesicht. Es legen sich Gewürze auf deine nordische Erinnerung, die dir nichts hilft. Dich feien keine Kräfte, die Sonne gärt, das Fieber fällt und trifft; von böser Freude steilen sich die Schäfte, und in den Schlangen glänzt das Gift. ",Herbst 1907,Capri
424,090046,Schwarze Katze ,"Ein Gespenst ist noch wie eine Stelle, dran dein Blick mit einem Klange stößt; aber da, an diesem schwarzen Felle wird dein stärkstes Schauen aufgelöst: wie ein Tobender, wenn er in vollster Raserei ins Schwarze stampft, jählings am benehmenden Gepolster einer Zelle aufhört und verdampft. Alle Blicke, die sie jemals trafen, scheint sie also an sich zu verhehlen, um darüber drohend und verdrossen zuzuschauern und damit zu schlafen. Doch auf einmal kehrt sie, wie geweckt, ihr Gesicht und mitten in das deine: und da triffst du deinen Blick im geelen Amber ihrer runden Augensteine unerwartet wieder: eingeschlossen wie ein ausgestorbenes Insekt. ",Sommer 1908 (vor dem 2.8.),Paris
425,090047,Vor-Ostern ,"Neapel Morgen wird in diesen tiefgekerbten Gassen, die sich durch getürmtes Wohnen unten dunkel nach dem Hafen drängen, hell das Gold der Prozessionen rollen; statt der Fetzen werden die ererbten Bettbezüge, welche wehen wollen, von den immer höheren Balkonen (wie in Fließendem gespiegelt) hängen. Aber heute hämmert an den Klopfern jeden Augenblick ein voll Bepackter, und sie schleppen immer neue Käufe; dennoch stehen strotzend noch die Stände. An der Ecke zeigt ein aufgehackter Ochse seine frischen Innenwände, und in Fähnchen enden alle Läufe. Und ein Vorrat wie von tausend Opfern drängt auf Bänken, hängt sich rings um Pflöcke, zwängt sich, wölbt sich, wälzt sich aus dem Dämmer aller Türen, und vor dem Gegähne der Melonen strecken sich die Brote. Voller Gier und Handlung ist das Tote; doch viel stiller sind die jungen Hähne und die abgehängten Ziegenböcke und am allerleisesten die Lämmer, die die Knaben um die Schultern nehmen und die willig von den Schritten nicken; wahrend in der Mauer der verglasten spanischen Madonna die Agraffe und das Silber in den Diademen von dem Lichter-Vorgefühl beglänzter schimmert. Aber drüber in dem Fenster zeigt sich blickverschwenderisch ein Affe und führt rasch in einer angemaßten Haltung Gesten aus, die sich nicht schicken. ",Sommer 1908 (vor dem 15.7.),Paris
426,090048,Der Balkon ,"NeapelVon der Enge, oben, des Balkones angeordnet wie von einem Maler und gebunden wie zu einem Strauß alternder Gesichter und ovaler, klar im Abend, sehn sie idealer, rührender und wie für immer aus. Diese aneinander angelehnten Schwestern, die, als ob sie sich von weit ohne Aussicht nacheinander sehnten, lehnen, Einsamkeit an Einsamkeit; und der Bruder mit dem feierlichen Schweigen, zugeschlossen, voll Geschick, doch von einem sanften Augenblick mit der Mutter unbemerkt verglichen; und dazwischen, abgelebt und länglich, langst mit keinem mehr verwandt, einer Greisin Maske, unzugänglich, wie im Fallen von der einen Hand aufgehalten, während eine zweite welkere, als ob sie weitergleite, unten vor den Kleidern hängt zur Seite von dem Kinder-Angesicht, das das Letzte ist, versucht, verblichen, von den Stäben wieder durchgestrichen wie noch unbestimmbar, wie noch nicht. ",17.8.1907,Paris
